M24	TERTANGKAP	M24 batas alasan 10 huruf dicabut di lapis model	K15: K15,D7,D8
M25	TERTANGKAP	M25 membayar refund memakai izin PEMUTUS (pemisahan tugas kabur)	K16: K16,D10b,D17,D17b
M26	TERTANGKAP	M26 lingkup data sales dimatikan (pembatalan rekan ikut terlihat)	K16c (lewat jalan lain): D26
M27	TERTANGKAP	M27 portal berhenti memakai mesin (pembeli & staf bisa beda angka)	K17: K17,D24b
M32b	TERTANGKAP	M32b pengajuan yang belum diputus ditulis 'Rp 0' (utang refund belum lahir)	K22a: K22a
M40	TERTANGKAP	M40 riwayat pratinjau dikembalikan MENTAH (layar kehilangan sebab penahanan)	K17c: K17c,D17d
M41	TERTANGKAP	M41 panel portal memanggil jalur STAF (401 → pembeli terlempar keluar)	K23c: K23c
M42	TERTANGKAP	M42 subledger kewajiban kontrak tidak ditutup (buku besar ≠ subledger)	K10f (lewat jalan lain): D15c
M43	TERTANGKAP	M43 tagihan yang SUDAH LUNAS ikut ditandai 'dibatalkan'	K10e: K10e
M44	TERTANGKAP	M44 penahanan hilang karena tautan deal BASI dibaca sebagai pembeli baru	K14c: K14c
M45	TERTANGKAP	M45 penyaringan daftar Keuangan dikerjakan di PERAMBAN (baris yang dicari tersembunyi)	K22q: K22q,D25d
M46	LOLOS	M46 daftar kosong karena saringan disebut 'belum ada pembatalan'	
M46	TERTANGKAP	M46 daftar kosong karena saringan tidak dijelaskan sebabnya	K22r: K22r
M14	TERTANGKAP	M14 pelepasan unit TIDAK atomik (unit deal lain bisa ikut dilepas)	K10: K10,K10b3
M47	TERTANGKAP	M47 unit yang kembali ke stok masih menyimpan tautan PENJUALAN (mengaku terjual)	K10b2: K10b2
M48	TERTANGKAP	M48 unit yang tertaut HANYA lewat penjualan tidak bisa dilepas ke stok	K10b3: K10b3
