M42	TERTANGKAP	M42 klaim garansi orang lain bisa dibuka & diakui pembeli ini	reload 4s
M43	TERTANGKAP	M43 klaim yang belum diperiksa mutu bisa langsung ditutup atas pengakuan	reload 4s
M44	TERTANGKAP	M44 'belum beres' tetap MENUTUP klaim (pengakuan negatif diabaikan)	reload 4s
M45	TERTANGKAP	M45 catatan pembeli tidak disimpan (keluhannya hilang)	reload 4s
M46	TERTANGKAP	M46 pengakuan dicatat atas nama STAF, bukan pembeli	reload 4s
M47	TERTANGKAP	M47 tim tidak diberi tahu saat pembeli menyatakan perbaikan belum beres	reload 5s
M48	TERTANGKAP	M48 daftar BAST kosong dikembalikan sebagai tabel hampa tanpa sebab	reload 4s
M49	TERTANGKAP	M49 portal memakai tautan mentah <a href> untuk berkas (token bocor ke riwayat)	
M50	TERTANGKAP	M50 layar tidak lagi menjelaskan akibat 'belum beres' (klaim tidak ditutup)	
M51	LOLOS	M51 panel dokumen dilepas dari portal (BAST & kwitansi tak punya pintu)	
M52	TERTANGKAP	M52 keunikan penanda pengingat hanya dijaga aplikasi (index unik dijatuhkan)	mutasi database
M33	TERTANGKAP	M33 termin yang sudah LUNAS tetap diingatkan	reload 5s
M51	TERTANGKAP	M51 panel dokumen dilepas dari portal (BAST & kwitansi tak punya pintu)	
M31	TERTANGKAP	M31 simulasi mengaku 'terkirim' (pesan tidak pergi tapi laporannya bilang pergi)	reload 5s · 3 jejak pengingat dibuang
